Team Name,Team ID,Team Name Link,League Code,League,Region
The Strongest,2687,the-strongest,bol.1,Bolivian Liga Profesional,South America
Universitario de Vinto,21379,universitario-de-vinto,bol.1,Bolivian Liga Profesional,South America
Athletico-PR,3458,athletico-pr,bra.1,Brazilian Serie A,South America
Atlético-GO,10357,atletico-go,bra.1,Brazilian Serie A,South America
Atlético-MG,7632,atletico-mg,bra.1,Brazilian Serie A,South America
Bahia,9967,bahia,bra.1,Brazilian Serie A,South America
Botafogo,6086,botafogo,bra.1,Brazilian Serie A,South America
Corinthians,874,corinthians,bra.1,Brazilian Serie A,South America
Criciúma,9971,criciuma,bra.1,Brazilian Serie A,South America
Cruzeiro,2022,cruzeiro,bra.1,Brazilian Serie A,South America
Cuiabá,17313,cuiaba,bra.1,Brazilian Serie A,South America
Flamengo,819,flamengo,bra.1,Brazilian Serie A,South America
Fluminense,3445,fluminense,bra.1,Brazilian Serie A,South America
Fortaleza,6272,fortaleza,bra.1,Brazilian Serie A,South America
Grêmio,6273,gremio,bra.1,Brazilian Serie A,South America
Internacional,1936,internacional,bra.1,Brazilian Serie A,South America
Juventude,6270,juventude,bra.1,Brazilian Serie A,South America
Palmeiras,2029,palmeiras,bra.1,Brazilian Serie A,South America
Red Bull Bragantino,6079,red-bull-bragantino,bra.1,Brazilian Serie A,South America
São Paulo,2026,sao-paulo,bra.1,Brazilian Serie A,South America
Vasco da Gama,3454,vasco-da-gama,bra.1,Brazilian Serie A,South America
Vitória,3457,vitoria,bra.1,Brazilian Serie A,South America
Amazonas,21888,amazonas,bra.2,Brazilian Serie B,South America
América-MG,6154,america-mg,bra.2,Brazilian Serie B,South America
Avaí,9966,avai,bra.2,Brazilian Serie B,South America
Botafogo SP,10281,botafogo-sp,bra.2,Brazilian Serie B,South America
Brusque,18428,brusque,bra.2,Brazilian Serie B,South America
CRB,9970,crb,bra.2,Brazilian Serie B,South America
Ceará,9969,ceara,bra.2,Brazilian Serie B,South America
Chapecoense,9318,chapecoense,bra.2,Brazilian Serie B,South America
Coritiba,3456,coritiba,bra.2,Brazilian Serie B,South America
Goiás,3395,goias,bra.2,Brazilian Serie B,South America
Guarani,3448,guarani,bra.2,Brazilian Serie B,South America
Ituano,4774,ituano,bra.2,Brazilian Serie B,South America
Mirassol,9169,mirassol,bra.2,Brazilian Serie B,South America
Novorizontino,18127,novorizontino,bra.2,Brazilian Serie B,South America
Operario PR,18187,operario-pr,bra.2,Brazilian Serie B,South America
Paysandu,15424,paysandu,bra.2,Brazilian Serie B,South America
Ponte Preta,3459,ponte-preta,bra.2,Brazilian Serie B,South America
Santos,2674,santos,bra.2,Brazilian Serie B,South America
Sport,7635,sport,bra.2,Brazilian Serie B,South America
Vila Nova-GO,9973,vila-nova-go,bra.2,Brazilian Serie B,South America
ABC,9965,abc,bra.3,Brazilian Serie C,South America
Aparecidense,18188,aparecidense,bra.3,Brazilian Serie C,South America
Athletic Club (Minas Gerais),20851,athletic-club-minas-gerais,bra.3,Brazilian Serie C,South America
Botafogo PB,17317,botafogo-pb,bra.3,Brazilian Serie C,South America
CSA,7531,csa,bra.3,Brazilian Serie C,South America
Caxias do Sul,17131,caxias-do-sul,bra.3,Brazilian Serie C,South America
Confiança,4875,confianca,bra.3,Brazilian Serie C,South America
Ferroviária,18126,ferroviaria,bra.3,Brazilian Serie C,South America
Ferroviário,21901,ferroviario,bra.3,Brazilian Serie C,South America
Figueirense,3461,figueirense,bra.3,Brazilian Serie C,South America
Floresta,18958,floresta,bra.3,Brazilian Serie C,South America
Londrina,17333,londrina,bra.3,Brazilian Serie C,South America
Náutico,7633,nautico,bra.3,Brazilian Serie C,South America
Remo,4936,remo,bra.3,Brazilian Serie C,South America
Sampaio Corrêa,4873,sampaio-correa,bra.3,Brazilian Serie C,South America
São Bernardo,11268,sao-bernardo,bra.3,Brazilian Serie C,South America
São José-RS,7389,sao-jose-rs,bra.3,Brazilian Serie C,South America
Tombense,17339,tombense,bra.3,Brazilian Serie C,South America
Volta Redonda,4806,volta-redonda,bra.3,Brazilian Serie C,South America
Ypiranga,4935,ypiranga,bra.3,Brazilian Serie C,South America
Audax Rio,15502,audax-rio,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Bangu,10265,bangu,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Boavista,900,boavista,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Botafogo,6086,botafogo,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Flamengo,819,flamengo,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Fluminense,3445,fluminense,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Madureira,4786,madureira,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Nova Iguaçu,6087,nova-iguacu,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Portuguesa-RJ,18134,portuguesa-rj,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Sampaio Correa RJ,20855,sampaio-correa-rj,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Vasco da Gama,3454,vasco-da-gama,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Volta Redonda,4806,volta-redonda,bra.camp.carioca,Brazilian Campeonato Carioca,South America
Avenida,10266,avenida,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Brasil de Pelotas,17134,brasil-de-pelotas,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Caxias do Sul,17131,caxias-do-sul,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Grêmio,6273,gremio,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Guarany de Bagé,21369,guarany-de-bage,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Internacional,1936,internacional,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Juventude,6270,juventude,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Novo Hamburgo,7388,novo-hamburgo,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Santa Cruz (RS),20899,santa-cruz-rs,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
São José-RS,7389,sao-jose-rs,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
São Luiz-RS,7391,sao-luiz-rs,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
Ypiranga,4935,ypiranga,bra.camp.gaucho,Brazilian Campeonato Gaucho,South America
América-MG,6154,america-mg,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Athletic Club (Minas Gerais),20851,athletic-club-minas-gerais,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Atlético-MG,7632,atletico-mg,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Cruzeiro,2022,cruzeiro,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Democrata GV,18396,democrata-gv,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Ipatinga,4905,ipatinga,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Itabirito,22142,itabirito,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Patrocinense,18900,patrocinense,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Pouso Alegre,20852,pouso-alegre,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Tombense,17339,tombense,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Uberlândia,9460,uberlandia,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Villa Nova-MG,4910,villa-nova-mg,bra.camp.mineiro,Brazilian Campeonato Mineiro,South America
Botafogo SP,10281,botafogo-sp,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Corinthians,874,corinthians,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Guarani,3448,guarani,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Inter de Limeira,18963,inter-de-limeira,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Ituano,4774,ituano,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Mirassol,9169,mirassol,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Novorizontino,18127,novorizontino,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Palmeiras,2029,palmeiras,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Ponte Preta,3459,ponte-preta,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Portuguesa,4773,portuguesa,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Red Bull Bragantino,6079,red-bull-bragantino,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Santo André,17720,santo-andre,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Santos,2674,santos,bra.camp.paulista,Brazilian Campeonato Paulista,South America
São Bernardo,11268,sao-bernardo,bra.camp.paulista,Brazilian Campeonato Paulista,South America
São Paulo,2026,sao-paulo,bra.camp.paulista,Brazilian Campeonato Paulista,South America
Água Santa,18128,agua-santa,bra.camp.paulista,Brazilian Campeonato Paulista,South America
ABC,9965,abc,bra.copa_do_brazil,Copa do Brasil,South America
ASA,6196,asa,bra.copa_do_brazil,Copa do Brasil,South America
Aguia de Maraba,15562,aguia-de-maraba,bra.copa_do_brazil,Copa do Brasil,South America
Amazonas,21888,amazonas,bra.copa_do_brazil,Copa do Brasil,South America
América-MG,6154,america-mg,bra.copa_do_brazil,Copa do Brasil,South America
América-RN,7634,america-rn,bra.copa_do_brazil,Copa do Brasil,South America
Anápolis,18424,anapolis,bra.copa_do_brazil,Copa do Brasil,South America
Aparecidense,18188,aparecidense,bra.copa_do_brazil,Copa do Brasil,South America
Athletic Club (Minas Gerais),20851,athletic-club-minas-gerais,bra.copa_do_brazil,Copa do Brasil,South America
Atlético-GO,10357,atletico-go,bra.copa_do_brazil,Copa do Brasil,South America
Audax Rio,15502,audax-rio,bra.copa_do_brazil,Copa do Brasil,South America
Bahia,9967,bahia,bra.copa_do_brazil,Copa do Brasil,South America
Botafogo SP,10281,botafogo-sp,bra.copa_do_brazil,Copa do Brasil,South America
Brasiliense,9968,brasiliense,bra.copa_do_brazil,Copa do Brasil,South America
Brusque,18428,brusque,bra.copa_do_brazil,Copa do Brasil,South America
CEOV Operário,20699,ceov-operario,bra.copa_do_brazil,Copa do Brasil,South America
CRB,9970,crb,bra.copa_do_brazil,Copa do Brasil,South America
Capital FC,22190,capital-fc,bra.copa_do_brazil,Copa do Brasil,South America
Cascavel,20898,cascavel,bra.copa_do_brazil,Copa do Brasil,South America
Caxias do Sul,17131,caxias-do-sul,bra.copa_do_brazil,Copa do Brasil,South America
Cianorte,4909,cianorte,bra.copa_do_brazil,Copa do Brasil,South America
Confiança,4875,confianca,bra.copa_do_brazil,Copa do Brasil,South America
Corinthians,874,corinthians,bra.copa_do_brazil,Copa do Brasil,South America
Coritiba,3456,coritiba,bra.copa_do_brazil,Copa do Brasil,South America
Costa Rica EC,21383,costa-rica-ec,bra.copa_do_brazil,Copa do Brasil,South America
Criciúma,9971,criciuma,bra.copa_do_brazil,Copa do Brasil,South America
Cruzeiro,2022,cruzeiro,bra.copa_do_brazil,Copa do Brasil,South America
Cuiabá,17313,cuiaba,bra.copa_do_brazil,Copa do Brasil,South America
Ferroviário,21901,ferroviario,bra.copa_do_brazil,Copa do Brasil,South America
Fluminense PI,21401,fluminense-pi,bra.copa_do_brazil,Copa do Brasil,South America
Fortaleza,6272,fortaleza,bra.copa_do_brazil,Copa do Brasil,South America
GA Sampaio,22189,ga-sampaio,bra.copa_do_brazil,Copa do Brasil,South America
Humaita,21385,humaita,bra.copa_do_brazil,Copa do Brasil,South America
Iguatu,21865,iguatu,bra.copa_do_brazil,Copa do Brasil,South America
Independente AP,22193,independente-ap,bra.copa_do_brazil,Copa do Brasil,South America
Internacional,1936,internacional,bra.copa_do_brazil,Copa do Brasil,South America
Itabaiana,6214,itabaiana,bra.copa_do_brazil,Copa do Brasil,South America
Itabuna,22192,itabuna,bra.copa_do_brazil,Copa do Brasil,South America
Ituano,4774,ituano,bra.copa_do_brazil,Copa do Brasil,South America
Jacuipense,17713,jacuipense,bra.copa_do_brazil,Copa do Brasil,South America
Ji-Paraná FC,22191,ji-parana-fc,bra.copa_do_brazil,Copa do Brasil,South America
Juventude,6270,juventude,bra.copa_do_brazil,Copa do Brasil,South America
Manauara,22194,manauara,bra.copa_do_brazil,Copa do Brasil,South America
Maranhao,9303,maranhao,bra.copa_do_brazil,Copa do Brasil,South America
Marcílio Dias,21864,marcilio-dias,bra.copa_do_brazil,Copa do Brasil,South America
Maringá,17715,maringa,bra.copa_do_brazil,Copa do Brasil,South America
Moto Club,4908,moto-club,bra.copa_do_brazil,Copa do Brasil,South America
Murici,17722,murici,bra.copa_do_brazil,Copa do Brasil,South America
Nova Iguaçu,6087,nova-iguacu,bra.copa_do_brazil,Copa do Brasil,South America
Nova Venécia,21386,nova-venecia,bra.copa_do_brazil,Copa do Brasil,South America
Olaria,4787,olaria,bra.copa_do_brazil,Copa do Brasil,South America
Operario MS,19400,operario-ms,bra.copa_do_brazil,Copa do Brasil,South America
Operario PR,18187,operario-pr,bra.copa_do_brazil,Copa do Brasil,South America
Paysandu,15424,paysandu,bra.copa_do_brazil,Copa do Brasil,South America
Petrolina S20,20266,petrolina-s20,bra.copa_do_brazil,Copa do Brasil,South America
Porto Velho,20897,porto-velho,bra.copa_do_brazil,Copa do Brasil,South America
Portuguesa Santista,4785,portuguesa-santista,bra.copa_do_brazil,Copa do Brasil,South America
Portuguesa-RJ,18134,portuguesa-rj,bra.copa_do_brazil,Copa do Brasil,South America
Real Brasília,20894,real-brasilia,bra.copa_do_brazil,Copa do Brasil,South America
Real Noroeste,17751,real-noroeste,bra.copa_do_brazil,Copa do Brasil,South America
Remo,4936,remo,bra.copa_do_brazil,Copa do Brasil,South America
Retró,20896,retro,bra.copa_do_brazil,Copa do Brasil,South America
Rio Branco FC,17319,rio-branco-fc,bra.copa_do_brazil,Copa do Brasil,South America
Ríver AC,17709,river-ac,bra.copa_do_brazil,Copa do Brasil,South America
Sampaio Corrêa,4873,sampaio-correa,bra.copa_do_brazil,Copa do Brasil,South America
Sousa EC,15561,sousa-ec,bra.copa_do_brazil,Copa do Brasil,South America
Sport,7635,sport,bra.copa_do_brazil,Copa do Brasil,South America
São Bernardo,11268,sao-bernardo,bra.copa_do_brazil,Copa do Brasil,South America
São Luiz-RS,7391,sao-luiz-rs,bra.copa_do_brazil,Copa do Brasil,South America
São Raimundo-RR,17723,sao-raimundo-rr,bra.copa_do_brazil,Copa do Brasil,South America
Tocantinopolis,18192,tocantinopolis,bra.copa_do_brazil,Copa do Brasil,South America
Tombense,17339,tombense,bra.copa_do_brazil,Copa do Brasil,South America
Trem,21553,trem,bra.copa_do_brazil,Copa do Brasil,South America
Treze,4902,treze,bra.copa_do_brazil,Copa do Brasil,South America
União Rondonópolis-MT,4881,uniao-rondonopolis-mt,bra.copa_do_brazil,Copa do Brasil,South America
Vasco da Gama,3454,vasco-da-gama,bra.copa_do_brazil,Copa do Brasil,South America
Villa Nova-MG,4910,villa-nova-mg,bra.copa_do_brazil,Copa do Brasil,South America
Volta Redonda,4806,volta-redonda,bra.copa_do_brazil,Copa do Brasil,South America
Ypiranga,4935,ypiranga,bra.copa_do_brazil,Copa do Brasil,South America
Água Santa,18128,agua-santa,bra.copa_do_brazil,Copa do Brasil,South America
ASEC Mimosas,19217,asec-mimosas,caf.champions,CAF Champions League,Africa
Al Ahly,10207,al-ahly,caf.champions,CAF Champions League,Africa
Al Hilal Omdurman,18832,al-hilal-omdurman,caf.champions,CAF Champions League,Africa
CR Belouizdad,20853,cr-belouizdad,caf.champions,CAF Champions League,Africa
Esperance Sportive de Tunis,8377,esperance-sportive-de-tunis,caf.champions,CAF Champions League,Africa
Etoile Sahel,2346,etoile-sahel,caf.champions,CAF Champions League,Africa
FC Nouadhibou,20219,fc-nouadhibou,caf.champions,CAF Champions League,Africa
Jwaneng Galaxy,21363,jwaneng-galaxy,caf.champions,CAF Champions League,Africa
Mamelodi Sundowns,7084,mamelodi-sundowns,caf.champions,CAF Champions League,Africa
Medeama,18601,medeama,caf.champions,CAF Champions League,Africa
Petro de Luanda,19436,petro-de-luanda,caf.champions,CAF Champions League,Africa
Pyramids FC,20220,pyramids-fc,caf.champions,CAF Champions League,Africa
Simba SC,19414,simba-sc,caf.champions,CAF Champions League,Africa
TP Mazembe,10674,tp-mazembe,caf.champions,CAF Champions League,Africa
Wydad Casablanca,8625,wydad-casablanca,caf.champions,CAF Champions League,Africa
Young Africans,19223,young-africans,caf.champions,CAF Champions League,Africa
Abu Salim SC,22076,abu-salim-sc,caf.confed,CAF Confederation Cup,Africa
Académica do Lobito,22078,academica-do-lobito,caf.confed,CAF Confederation Cup,Africa
Académie SOAR,22075,academie-soar,caf.confed,CAF Confederation Cup,Africa
Al Hilal Benghazi,22074,al-hilal-benghazi,caf.confed,CAF Confederation Cup,Africa
Club Africain,18816,club-africain,caf.confed,CAF Confederation Cup,Africa
Diables Noirs,21804,diables-noirs,caf.confed,CAF Confederation Cup,Africa
Dreams F.C.,18990,dreams-fc,caf.confed,CAF Confederation Cup,Africa
Future FC,21807,future-fc,caf.confed,CAF Confederation Cup,Africa
RSB Berkane,19221,rsb-berkane,caf.confed,CAF Confederation Cup,Africa
Rivers United FC,17795,rivers-united-fc,caf.confed,CAF Confederation Cup,Africa
Sagrada Esperança,21362,sagrada-esperanca,caf.confed,CAF Confederation Cup,Africa
Sekhukhune United,20814,sekhukhune-united,caf.confed,CAF Confederation Cup,Africa
Stade Malien,22077,stade-malien,caf.confed,CAF Confederation Cup,Africa
SuperSport United,7080,supersport-united,caf.confed,CAF Confederation Cup,Africa
USM Alger,7517,usm-alger,caf.confed,CAF Confederation Cup,Africa
Zamalek,8392,zamalek,caf.confed,CAF Confederation Cup,Africa
Audax Italiano,4138,audax-italiano,chi.1,Chilean Primera División,South America
Cobreloa,2678,cobreloa,chi.1,Chilean Primera División,South America
Cobresal,4133,cobresal,chi.1,Chilean Primera División,South America
Colo Colo,2688,colo-colo,chi.1,Chilean Primera División,South America
Copiapó,10139,copiapo,chi.1,Chilean Primera División,South America
Coquimbo Unido,8186,coquimbo-unido,chi.1,Chilean Primera División,South America
Deportes Iquique,10142,deportes-iquique,chi.1,Chilean Primera División,South America
Everton CD,4129,everton-cd,chi.1,Chilean Primera División,South America
Huachipato,4134,huachipato,chi.1,Chilean Primera División,South America
O'Higgins,6072,ohiggins,chi.1,Chilean Primera División,South America
