Team Name,Team ID,Team Name Link,League Code,League,Region
SK Sturm Graz,3746,sk-sturm-graz,uefa.europa.conf,UEFA Europa Conference League,Europe
Servette,20032,servette,uefa.europa.conf,UEFA Europa Conference League,Europe
Slovan Bratislava,521,slovan-bratislava,uefa.europa.conf,UEFA Europa Conference League,Europe
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa.conf,UEFA Europa Conference League,Europe
Viktoria Plzen,11706,viktoria-plzen,uefa.europa.conf,UEFA Europa Conference League,Europe
Zrinjski Mostar,5239,zrinjski-mostar,uefa.europa.conf,UEFA Europa Conference League,Europe
AEK Larnaca,4039,aek-larnaca,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
AGF Aarhus,7853,agf-aarhus,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
AZ Alkmaar,140,az-alkmaar,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Adana Demirspor,20765,adana-demirspor,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Aktobe,6733,aktobe,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Alashkert FC,17858,alashkert-fc,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Apoel Nicosia,2497,apoel-nicosia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Ararat-Armenia,20024,ararat-armenia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Aris,11553,aris,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Arouca,15784,arouca,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Arsenal Tivat,21942,arsenal-tivat,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Aston Villa,362,aston-villa,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Austria Vienna,1382,austria-vienna,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
B36 Torshavn,2510,b36-torshavn,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
BATE Borisov,497,bate-borisov,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Ballkani,21526,ballkani,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Balzan FC,17859,balzan-fc,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Banants,2719,banants,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Beitar Jerusalem,5218,beitar-jerusalem,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Besiktas,1895,besiktas,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Birkirkara,506,birkirkara,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Bodo/Glimt,2980,bodoglimt,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Bohemians 1905,21631,bohemians-1905,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Borac Banja Luka,20710,borac-banja-luka,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Breidablik,8250,breidablik,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Buducnost Podgorica,7822,buducnost-podgorica,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
CFR Cluj-Napoca,5260,cfr-cluj-napoca,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
CSKA 1948 Sofia,21947,cska-1948-sofia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
CSKA Sofia,10834,cska-sofia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Club Brugge,570,club-brugge,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Connah's Quay,7591,connahs-quay,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Cosmos,520,cosmos,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Crusaders,7599,crusaders,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Debrecen,532,debrecen,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Derry City,2712,derry-city,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dila Gori,8284,dila-gori,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dinamo Batumi,12344,dinamo-batumi,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dinamo Minsk,2539,dinamo-minsk,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dinamo Tbilisi,498,dinamo-tbilisi,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Djurgardens IF,2339,djurgardens-if,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Drita Gjilan,19243,drita-gjilan,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dukagjini,21944,dukagjini,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dunajska Streda,19247,dunajska-streda,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dundalk,2559,dundalk,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Dynamo Kyiv,440,dynamo-kyiv,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Egnatia,21943,egnatia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Eintracht Frankfurt,125,eintracht-frankfurt,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Escaldes,21528,escaldes,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Europa FC,17503,europa-fc,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
F91 Dudelange,2512,f91-dudelange,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Astana,12124,fc-astana,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Basel,989,fc-basel,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Differdange 03,7759,fc-differdange-03,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Farul Constanta,6731,fc-farul-constanta,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Haka,487,fc-haka,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Honka,4495,fc-honka,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Levadia Tallinn,2540,fc-levadia-tallinn,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Luzern,7640,fc-luzern,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Midtjylland,572,fc-midtjylland,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Milsami,11440,fc-milsami,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Nordsjaelland,3101,fc-nordsjaelland,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Spartak Trnava,3929,fc-spartak-trnava,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Twente,152,fc-twente,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FC Vaduz,562,fc-vaduz,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FCSB,484,fcsb,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FK Auda,21948,fk-auda,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FK Makedonija,6747,fk-makedonija,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FK Qabala,17502,fk-qabala,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FK Sarajevo,551,fk-sarajevo,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
FK Sutjeska,8281,fk-sutjeska,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Fenerbahce,436,fenerbahce,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Ferencvaros,622,ferencvaros,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Fiorentina,109,fiorentina,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Fiorita,8594,fiorita,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Flora,12146,flora,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Gjilani,20709,gjilani,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Glentoran,571,glentoran,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Guimaraes,5309,guimaraes,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Gzira United,12934,gzira-united,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
HB Torshavn,566,hb-torshavn,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
HJK Helsinki,502,hjk-helsinki,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hajduk Split,489,hajduk-split,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hammarby,2495,hammarby,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hamrun Spartans,7858,hamrun-spartans,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hapoel Be'er,13083,hapoel-beer,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Haverfordwest,2934,haverfordwest,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Heart of Midlothian,262,heart-of-midlothian,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hegelmann,21945,hegelmann,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Hibernian,258,hibernian,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Inter D'Escaldes,20703,inter-descaldes,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
JK Narva Trans,11547,jk-narva-trans,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
KA Akureyri,21946,ka-akureyri,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
KAA Gent,3611,kaa-gent,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
KF Shkëndija,8151,kf-shkendija,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Kalmar FF,3052,kalmar-ff,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Kauno Zalgiris,20028,kauno-zalgiris,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Kecskemeti TE,11467,kecskemeti-te,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
KuPS Kuopio,8169,kups-kuopio,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Larne,20039,larne,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Lech Poznan,2990,lech-poznan,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Legia Warsaw,555,legia-warsaw,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Levski Sofia,490,levski-sofia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Lille,166,lille,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Lincoln Red Imps,17856,lincoln-red-imps,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Linfield,2555,linfield,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
MSK Zilina,2491,msk-zilina,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Maccabi Tel-Aviv,524,maccabi-tel-aviv,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Magpies,21529,magpies,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
NK Celje,3362,nk-celje,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
NK Domzale,3360,nk-domzale,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
NK Maribor,619,nk-maribor,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Neftchi,504,neftchi,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Neman Grodno,12305,neman-grodno,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Omonia Nicosia,617,omonia-nicosia,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Ordabasy Shymkent,7962,ordabasy-shymkent,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Osasuna,97,osasuna,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Osijek,567,osijek,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
PAOK Salonika,605,paok-salonika,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Paide Linnameeskond,20718,paide-linnameeskond,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Panevezys,21004,panevezys,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Partizan Belgrade,541,partizan-belgrade,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Partizani Tirana,2551,partizani-tirana,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Penybont FC,20038,penybont-fc,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Petrocub-Hincesti,19250,petrocub-hincesti,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Pogon Szczecin,511,pogon-szczecin,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Progres Niederkorn,17861,progres-niederkorn,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Pyunik,2493,pyunik,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Racing Genk,938,racing-genk,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Rapid Vienna,519,rapid-vienna,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Riga FC,19246,riga-fc,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Rigas Futbola Skola,12030,rigas-futbola-skola,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Rijeka,2988,rijeka,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Rosenborg,438,rosenborg,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
SC Dnipro-1,21633,sc-dnipro-1,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
SK Brann,620,sk-brann,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
SK Tirana,526,sk-tirana,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Sabah FK,21922,sabah-fk,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Santa Coloma,542,santa-coloma,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Sepsi Sfantu Gheorghe,18773,sepsi-sfantu-gheorghe,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Shamrock Rovers,2564,shamrock-rovers,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Shkupi,19252,shkupi,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
St Patricks Athletic,7588,st-patricks-athletic,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Struga,20999,struga,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Swift Hesperange,21002,swift-hesperange,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
The New Saints,576,the-new-saints,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Tobol Kostanay,6748,tobol-kostanay,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Torpedo Kutaisi,612,torpedo-kutaisi,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Torpedo Zhodino,8142,torpedo-zhodino,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Tre Penne,8592,tre-penne,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Valmiera,20719,valmiera,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Vikingur Reykjavik,8249,vikingur-reykjavik,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Viktoria Plzen,11706,viktoria-plzen,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Vllaznia Shkoder,2716,vllaznia-shkoder,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Vojvodina,7825,vojvodina,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Vorskla,8094,vorskla,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Víkingur Gøta,13238,vikingur-gøta,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Zalaegerszegi TE,2498,zalaegerszegi-te,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Zeljeznicar Sarajevo,2494,zeljeznicar-sarajevo,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Zimbru Chisinau,540,zimbru-chisinau,uefa.europa.conf_qual,UEFA Europa Conference League Qualifying,Europe
Aberdeen,263,aberdeen,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Aris Limassol,21530,aris-limassol,uefa.europa_qual,UEFA Europa League Qualifying,Europe
BATE Borisov,497,bate-borisov,uefa.europa_qual,UEFA Europa League Qualifying,Europe
BK Hacken,7834,bk-hacken,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Breidablik,8250,breidablik,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Cukaricki Belgrade,8287,cukaricki-belgrade,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Dinamo Zagreb,597,dinamo-zagreb,uefa.europa_qual,UEFA Europa League Qualifying,Europe
FC Astana,12124,fc-astana,uefa.europa_qual,UEFA Europa League Qualifying,Europe
FC Lugano,7672,fc-lugano,uefa.europa_qual,UEFA Europa League Qualifying,Europe
FC Zorya Luhansk,17520,fc-zorya-luhansk,uefa.europa_qual,UEFA Europa League Qualifying,Europe
FK Qarabag,10414,fk-qarabag,uefa.europa_qual,UEFA Europa League Qualifying,Europe
HJK Helsinki,502,hjk-helsinki,uefa.europa_qual,UEFA Europa League Qualifying,Europe
KI Klaksvik,2547,ki-klaksvik,uefa.europa_qual,UEFA Europa League Qualifying,Europe
LASK Linz,4411,lask-linz,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Olympiacos,435,olympiacos,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Racing Genk,938,racing-genk,uefa.europa_qual,UEFA Europa League Qualifying,Europe
SC Dnipro-1,21633,sc-dnipro-1,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Slavia Prague,494,slavia-prague,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Slovan Bratislava,521,slovan-bratislava,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Sparta Prague,433,sparta-prague,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Zrinjski Mostar,5239,zrinjski-mostar,uefa.europa_qual,UEFA Europa League Qualifying,Europe
Ajax Amsterdam,20796,ajax-amsterdam,uefa.wchampions,UEFA Women's Champions League,Europe
BK Häcken,21124,bk-hacken,uefa.wchampions,UEFA Women's Champions League,Europe
Barcelona,20091,barcelona,uefa.wchampions,UEFA Women's Champions League,Europe
Bayern Munich,20103,bayern-munich,uefa.wchampions,UEFA Women's Champions League,Europe
Benfica,20830,benfica,uefa.wchampions,UEFA Women's Champions League,Europe
Chelsea,19970,chelsea,uefa.wchampions,UEFA Women's Champions League,Europe
Eintracht Frankfurt,22092,eintracht-frankfurt,uefa.wchampions,UEFA Women's Champions League,Europe
Lyon,19256,lyon,uefa.wchampions,UEFA Women's Champions League,Europe
Paris FC,21640,paris-fc,uefa.wchampions,UEFA Women's Champions League,Europe
