Team Name,Team ID,Team Name Link,League Code
1. FC Union Berlin,598,1-fc-union-berlin,ger.1
Bayer Leverkusen,131,bayer-leverkusen,ger.1
Bayern Munich,132,bayern-munich,ger.1
Borussia Dortmund,124,borussia-dortmund,ger.1
Borussia Monchengladbach,268,borussia-monchengladbach,ger.1
Eintracht Frankfurt,125,eintracht-frankfurt,ger.1
FC Augsburg,3841,fc-augsburg,ger.1
FC Cologne,122,fc-cologne,ger.1
Mainz,2950,mainz,ger.1
RB Leipzig,11420,rb-leipzig,ger.1
SC Freiburg,126,sc-freiburg,ger.1
SV Darmstadt 98,3812,sv-darmstadt-98,ger.1
TSG Hoffenheim,7911,tsg-hoffenheim,ger.1
VfB Stuttgart,134,vfb-stuttgart,ger.1
VfL Bochum,121,vfl-bochum,ger.1
VfL Wolfsburg,138,vfl-wolfsburg,ger.1
Werder Bremen,137,werder-bremen,ger.1
1. FC Magdeburg,10382,1-fc-magdeburg,ger.2
Fortuna Düsseldorf,9707,fortuna-dusseldorf,ger.2
Hamburg SV,127,hamburg-sv,ger.2
Hannover 96,2428,hannover-96,ger.2
Hansa Rostock,128,hansa-rostock,ger.2
Hertha Berlin,129,hertha-berlin,ger.2
Holstein Kiel,7884,holstein-kiel,ger.2
Kaiserslautern,130,kaiserslautern,ger.2
Karlsruher SC,4471,karlsruher-sc,ger.2
Nurnberg,269,nurnberg,ger.2
SC Paderborn 07,3307,sc-paderborn-07,ger.2
SV 07 Elversberg,10388,sv-07-elversberg,ger.2
SV Wehen Wiesbaden,3769,sv-wehen-wiesbaden,ger.2
Schalke 04,133,schalke-04,ger.2
SpVgg Greuther Furth,3070,spvgg-greuther-furth,ger.2
St. Pauli,270,st-pauli,ger.2
TSV Eintracht Braunschweig,3067,tsv-eintracht-braunschweig,ger.2
VfL Osnabruck,7013,vfl-osnabruck,ger.2
1. FC Heidenheim 1846,6418,1-fc-heidenheim-1846,ger.dfb_pokal
1. FC Lokomotive Leipzig,20987,1-fc-lokomotive-leipzig,ger.dfb_pokal
1. FC Magdeburg,10382,1-fc-magdeburg,ger.dfb_pokal
1. FC Union Berlin,598,1-fc-union-berlin,ger.dfb_pokal
Arminia Bielefeld,2506,arminia-bielefeld,ger.dfb_pokal
Bayer Leverkusen,131,bayer-leverkusen,ger.dfb_pokal
Bayern Munich,132,bayern-munich,ger.dfb_pokal
Borussia Dortmund,124,borussia-dortmund,ger.dfb_pokal
Borussia Monchengladbach,268,borussia-monchengladbach,ger.dfb_pokal
Eintracht Frankfurt,125,eintracht-frankfurt,ger.dfb_pokal
Energie Cottbus,123,energie-cottbus,ger.dfb_pokal
FC 08 Homburg,7026,fc-08-homburg,ger.dfb_pokal
FC Astoria Walldorf,9543,fc-astoria-walldorf,ger.dfb_pokal
FC Augsburg,3841,fc-augsburg,ger.dfb_pokal
FC Carl Zeiss Jena,9865,fc-carl-zeiss-jena,ger.dfb_pokal
FC Cologne,122,fc-cologne,ger.dfb_pokal
FC Gütersloh 2000,21935,fc-gutersloh-2000,ger.dfb_pokal
FC Oberneuland,7319,fc-oberneuland,ger.dfb_pokal
FSV Frankfurt,6608,fsv-frankfurt,ger.dfb_pokal
FV Illertissen,15601,fv-illertissen,ger.dfb_pokal
Fortuna Düsseldorf,9707,fortuna-dusseldorf,ger.dfb_pokal
Hallescher FC,6318,hallescher-fc,ger.dfb_pokal
Hamburg SV,127,hamburg-sv,ger.dfb_pokal
Hannover 96,2428,hannover-96,ger.dfb_pokal
Hansa Rostock,128,hansa-rostock,ger.dfb_pokal
Hertha Berlin,129,hertha-berlin,ger.dfb_pokal
Holstein Kiel,7884,holstein-kiel,ger.dfb_pokal
Kaiserslautern,130,kaiserslautern,ger.dfb_pokal
Karlsruher SC,4471,karlsruher-sc,ger.dfb_pokal
Mainz,2950,mainz,ger.dfb_pokal
Nurnberg,269,nurnberg,ger.dfb_pokal
Oberachern,21512,oberachern,ger.dfb_pokal
Preußen Münster,9867,preußen-munster,ger.dfb_pokal
RB Leipzig,11420,rb-leipzig,ger.dfb_pokal
Rostock FC,21937,rostock-fc,ger.dfb_pokal
Rot-Weiss Essen,9705,rot-weiss-essen,ger.dfb_pokal
SC Freiburg,126,sc-freiburg,ger.dfb_pokal
SC Paderborn 07,3307,sc-paderborn-07,ger.dfb_pokal
SSV Jahn Regensburg,11017,ssv-jahn-regensburg,ger.dfb_pokal
SV 07 Elversberg,10388,sv-07-elversberg,ger.dfb_pokal
SV Atlas Delmenhorst,20023,sv-atlas-delmenhorst,ger.dfb_pokal
SV Darmstadt 98,3812,sv-darmstadt-98,ger.dfb_pokal
SV Sandhausen,6392,sv-sandhausen,ger.dfb_pokal
SV Wehen Wiesbaden,3769,sv-wehen-wiesbaden,ger.dfb_pokal
Saarbrücken,18741,saarbrucken,ger.dfb_pokal
Schalke 04,133,schalke-04,ger.dfb_pokal
Schott,21508,schott,ger.dfb_pokal
SpVgg Greuther Furth,3070,spvgg-greuther-furth,ger.dfb_pokal
SpVgg Unterhaching,136,spvgg-unterhaching,ger.dfb_pokal
St. Pauli,270,st-pauli,ger.dfb_pokal
TSG Balingen,21936,tsg-balingen,ger.dfb_pokal
TSG Hoffenheim,7911,tsg-hoffenheim,ger.dfb_pokal
TSV Eintracht Braunschweig,3067,tsv-eintracht-braunschweig,ger.dfb_pokal
Teutonia Ottensen,21510,teutonia-ottensen,ger.dfb_pokal
TuS Bersenbrück,21939,tus-bersenbruck,ger.dfb_pokal
TuS Makkabi,21938,tus-makkabi,ger.dfb_pokal
TuS Rot-Weiß Koblenz,19239,tus-rot-weiß-koblenz,ger.dfb_pokal
VfB Lübeck,10387,vfb-lubeck,ger.dfb_pokal
VfB Stuttgart,134,vfb-stuttgart,ger.dfb_pokal
VfL Bochum,121,vfl-bochum,ger.dfb_pokal
VfL Osnabruck,7013,vfl-osnabruck,ger.dfb_pokal
VfL Wolfsburg,138,vfl-wolfsburg,ger.dfb_pokal
Viktoria Köln,17492,viktoria-koln,ger.dfb_pokal
Werder Bremen,137,werder-bremen,ger.dfb_pokal
Accra Lions,21168,accra-lions,gha.1
Aduana Stars,18603,aduana-stars,gha.1
Asante Kotoko,18606,asante-kotoko,gha.1
Bechem United,18602,bechem-united,gha.1
Berekum Chelsea,18604,berekum-chelsea,gha.1
Bibiani Gold Stars,21167,bibiani-gold-stars,gha.1
Bofoakwe Tano,21983,bofoakwe-tano,gha.1
Dreams F.C.,18990,dreams-fc,gha.1
Great Olympics,18605,great-olympics,gha.1
Heart of Lions,21166,heart-of-lions,gha.1
Hearts of Oak,18597,hearts-of-oak,gha.1
Karela,18992,karela,gha.1
Legon Cities,18609,legon-cities,gha.1
Medeama,18601,medeama,gha.1
Nations,21984,nations,gha.1
Nsoatreman,21646,nsoatreman,gha.1
RTU,21169,rtu,gha.1
Samartex,21647,samartex,gha.1
AEK Athens,887,aek-athens,gre.1
Aris,11553,aris,gre.1
Asteras Tripoli,8354,asteras-tripoli,gre.1
Atromitos,6790,atromitos,gre.1
Kifisia,21969,kifisia,gre.1
Lamia,18814,lamia,gre.1
OFI Crete,1010,ofi-crete,gre.1
Olympiacos,435,olympiacos,gre.1
PAOK Salonika,605,paok-salonika,gre.1
Panathinaikos,443,panathinaikos,gre.1
Panetolikos,11431,panetolikos,gre.1
Panserraikos FC,21970,panserraikos-fc,gre.1
Pas Giannina,6848,pas-giannina,gre.1
Volos NFC,20043,volos-nfc,gre.1
Achuapa,20727,achuapa,gua.1
Antigua,7253,antigua,gua.1
Coatepeque,15888,coatepeque,gua.1
Coban Imperial,7254,coban-imperial,gua.1
Comunicaciones,7257,comunicaciones,gua.1
Deportivo Mixco,20036,deportivo-mixco,gua.1
Guastatoya,17516,guastatoya,gua.1
Malacateco,7870,malacateco,gua.1
Municipal,7258,municipal,gua.1
Xelaju,7259,xelaju,gua.1
Xinabajul,9806,xinabajul,gua.1
Zacapa,7261,zacapa,gua.1
C.D.Real Sociedad,13830,cdreal-sociedad,hon.1
CD Motagua,7242,cd-motagua,hon.1
Club Deportivo Génesis,21968,club-deportivo-genesis,hon.1
Marathon,7249,marathon,hon.1
Olancho,21583,olancho,hon.1
Olimpia,884,olimpia,hon.1
Real Espana,7245,real-espana,hon.1
UPNFM,18809,upnfm,hon.1
Victoria,7885,victoria,hon.1
Vida,7247,vida,hon.1
Arema Indonesia,7137,arema-indonesia,idn.1
Bali United,17733,bali-united,idn.1
Barito Putera,17725,barito-putera,idn.1
Bhayangkara Surabaya,18734,bhayangkara-surabaya,idn.1
Dewa United,21591,dewa-united,idn.1
Madura United,18732,madura-united,idn.1
PSIS Semarang,8027,psis-semarang,idn.1
PSM Makassar,8112,psm-makassar,idn.1
PSS Sleman,8292,pss-sleman,idn.1
Persebaya Surabaya,8016,persebaya-surabaya,idn.1
Persib,8293,persib,idn.1
Persija,8030,persija,idn.1
Persik Kediri,7524,persik-kediri,idn.1
Persis Solo,21590,persis-solo,idn.1
Persita Tangerang,8033,persita-tangerang,idn.1
Pusamania Borneo,17732,pusamania-borneo,idn.1
RANS Nusantara,21589,rans-nusantara,idn.1
TIRA-Persikabo,18733,tira-persikabo,idn.1
Bengaluru FC,18851,bengaluru-fc,ind.1
Chennaiyin FC,18000,chennaiyin-fc,ind.1
FC Goa,18003,fc-goa,ind.1
Hyderabad,20174,hyderabad,ind.1
Jamshedpur FC,18850,jamshedpur-fc,ind.1
Kerala Blasters FC,17997,kerala-blasters-fc,ind.1
Mohun Bagan Super Giant,20774,mohun-bagan-super-giant,ind.1
Mumbai City FC,18002,mumbai-city-fc,ind.1
NorthEast United FC,18004,northeast-united-fc,ind.1
Odisha FC,17998,odisha-fc,ind.1
Punjab FC,18894,punjab-fc,ind.1
SC East Bengal,8897,sc-east-bengal,ind.1
Aizawl FC,18895,aizawl-fc,ind.2
Churchill Brothers,8896,churchill-brothers,ind.2
Delhi FC,22070,delhi-fc,ind.2
Gokulam Kerala FC,18896,gokulam-kerala-fc,ind.2
Inter Kashi,22069,inter-kashi,ind.2
Mohammedan SC,20842,mohammedan-sc,ind.2
NEROCA FC,18893,neroca-fc,ind.2
Namdhari,22071,namdhari,ind.2
Rajasthan United,21312,rajasthan-united,ind.2
Real Kashmir,19341,real-kashmir,ind.2
Shillong Lajong,18898,shillong-lajong,ind.2
Sreenidi Deccan,21311,sreenidi-deccan,ind.2
TRAU FC,20211,trau-fc,ind.2
Bohemians,615,bohemians,irl.1
Derry City,2712,derry-city,irl.1
Drogheda Utd,6741,drogheda-utd,irl.1
Dundalk,2559,dundalk,irl.1
Galway Utd,7587,galway-utd,irl.1
Shamrock Rovers,2564,shamrock-rovers,irl.1
Shelbourne,20297,shelbourne,irl.1
Sligo,7601,sligo,irl.1
St Patricks Athletic,7588,st-patricks-athletic,irl.1
Waterford,18968,waterford,irl.1
Beitar Jerusalem,5218,beitar-jerusalem,isr.1
Bnei Sakhnin,8329,bnei-sakhnin,isr.1
Hapoel Be'er,13083,hapoel-beer,isr.1
Hapoel Hadera,19255,hapoel-hadera,isr.1
Hapoel Haifa,9577,hapoel-haifa,isr.1
Hapoel Jerusalem,20970,hapoel-jerusalem,isr.1
Hapoel Petah Tikva,21941,hapoel-petah-tikva,isr.1
Hapoel Tel Aviv,1037,hapoel-tel-aviv,isr.1
Maccabi Haifa,611,maccabi-haifa,isr.1
Maccabi Netanya,5945,maccabi-netanya,isr.1
Maccabi Petah-Tikva,2983,maccabi-petah-tikva,isr.1
Maccabi Raina,21517,maccabi-raina,isr.1
Maccabi Tel-Aviv,524,maccabi-tel-aviv,isr.1
Moadon Sport Ashdod,5269,moadon-sport-ashdod,isr.1
AC Milan,103,ac-milan,ita.1
AS Roma,104,as-roma,ita.1
Atalanta,105,atalanta,ita.1
Bologna,107,bologna,ita.1
Cagliari,2925,cagliari,ita.1
Empoli,2574,empoli,ita.1
Fiorentina,109,fiorentina,ita.1
Frosinone,4057,frosinone,ita.1
Genoa,3263,genoa,ita.1
Hellas Verona,119,hellas-verona,ita.1
Internazionale,110,internazionale,ita.1
Juventus,111,juventus,ita.1
Lazio,112,lazio,ita.1
Lecce,113,lecce,ita.1
Monza,4007,monza,ita.1
Napoli,114,napoli,ita.1
Salernitana,3240,salernitana,ita.1
Sassuolo,3997,sassuolo,ita.1
Torino,239,torino,ita.1
Udinese,118,udinese,ita.1
Ascoli,3346,ascoli,ita.2
Bari,106,bari,ita.2
Brescia,108,brescia,ita.2
Catanzaro,3257,catanzaro,ita.2
Cittadella,3943,cittadella,ita.2
Como,2572,como,ita.2
Cosenza,8683,cosenza,ita.2
Cremonese,4050,cremonese,ita.2
FeralpiSalo,11140,feralpisalo,ita.2
Lecco,6009,lecco,ita.2
Modena,2573,modena,ita.2
Palermo,2923,palermo,ita.2
Parma,115,parma,ita.2
Pisa,3956,pisa,ita.2
Reggiana,3942,reggiana,ita.2
Sampdoria,2734,sampdoria,ita.2
Spezia,4056,spezia,ita.2
Suditrol,11139,suditrol,ita.2
Ternana,3175,ternana,ita.2
Venezia,17530,venezia,ita.2
AC Milan,103,ac-milan,ita.coppa_italia
AS Roma,104,as-roma,ita.coppa_italia
Ascoli,3346,ascoli,ita.coppa_italia
Atalanta,105,atalanta,ita.coppa_italia
Bari,106,bari,ita.coppa_italia
Bologna,107,bologna,ita.coppa_italia
Cagliari,2925,cagliari,ita.coppa_italia
Catanzaro,3257,catanzaro,ita.coppa_italia
Cesena,3337,cesena,ita.coppa_italia
Cittadella,3943,cittadella,ita.coppa_italia
Como,2572,como,ita.coppa_italia
Cosenza,8683,cosenza,ita.coppa_italia
Cremonese,4050,cremonese,ita.coppa_italia
Crotone,3173,crotone,ita.coppa_italia
Empoli,2574,empoli,ita.coppa_italia
FeralpiSalo,11140,feralpisalo,ita.coppa_italia
Fiorentina,109,fiorentina,ita.coppa_italia
Foggia,4054,foggia,ita.coppa_italia
Frosinone,4057,frosinone,ita.coppa_italia
Genoa,3263,genoa,ita.coppa_italia
Hellas Verona,119,hellas-verona,ita.coppa_italia
Internazionale,110,internazionale,ita.coppa_italia
Juventus,111,juventus,ita.coppa_italia
Lazio,112,lazio,ita.coppa_italia
Lecce,113,lecce,ita.coppa_italia
Modena,2573,modena,ita.coppa_italia
Monza,4007,monza,ita.coppa_italia
Napoli,114,napoli,ita.coppa_italia
Palermo,2923,palermo,ita.coppa_italia
Parma,115,parma,ita.coppa_italia
Pisa,3956,pisa,ita.coppa_italia
Reggiana,3942,reggiana,ita.coppa_italia
Salernitana,3240,salernitana,ita.coppa_italia
Sampdoria,2734,sampdoria,ita.coppa_italia
Sassuolo,3997,sassuolo,ita.coppa_italia
Spezia,4056,spezia,ita.coppa_italia
Suditrol,11139,suditrol,ita.coppa_italia
Ternana,3175,ternana,ita.coppa_italia
Torino,239,torino,ita.coppa_italia
US Pescara,3290,us-pescara,ita.coppa_italia
Udinese,118,udinese,ita.coppa_italia
Venezia,17530,venezia,ita.coppa_italia
Vicenza,120,vicenza,ita.coppa_italia
Virtus Entella,11137,virtus-entella,ita.coppa_italia
Albirex Niigata,7113,albirex-niigata,jpn.1
Avispa Fukuoka,7107,avispa-fukuoka,jpn.1
Cerezo Osaka,7109,cerezo-osaka,jpn.1
Consadole Sapporo,9249,consadole-sapporo,jpn.1
FC Tokyo,3384,fc-tokyo,jpn.1
Gamba Osaka,7102,gamba-osaka,jpn.1
Jubilo Iwata,7106,jubilo-iwata,jpn.1
Kashima Antlers,7115,kashima-antlers,jpn.1
Kashiwa Reysol,7476,kashiwa-reysol,jpn.1
Kawasaki Frontale,7112,kawasaki-frontale,jpn.1
Kyoto Sanga,21361,kyoto-sanga,jpn.1
Machida Zelvia,22167,machida-zelvia,jpn.1
Nagoya Grampus,7108,nagoya-grampus,jpn.1
Sagan Tosu,6911,sagan-tosu,jpn.1
Sanfrecce Hiroshima,7114,sanfrecce-hiroshima,jpn.1
Shonan Bellmare,6902,shonan-bellmare,jpn.1
Tokyo Verdy 1969,3393,tokyo-verdy-1969,jpn.1
Urawa Red Diamonds,3385,urawa-red-diamonds,jpn.1
Vissel Kobe,7477,vissel-kobe,jpn.1
Yokohama F. Marinos,7116,yokohama-f-marinos,jpn.1
AFC Leopards,18639,afc-leopards,ken.1
Bandari Mtwara,18641,bandari-mtwara,ken.1
Bidco United,20761,bidco-united,ken.1
Gor Mahia,8004,gor-mahia,ken.1
KCB,8305,kcb,ken.1
Kakamega Homeboys,18643,kakamega-homeboys,ken.1
Kariobangi Sharks,18644,kariobangi-sharks,ken.1
Muhoroni Youth,18642,muhoroni-youth,ken.1
Murang'a Seal FC,21972,muranga-seal-fc,ken.1
Nairobi City Stars,20762,nairobi-city-stars,ken.1
Nzoia United,18645,nzoia-united,ken.1
Police,21549,police,ken.1
Posta Rangers,18648,posta-rangers,ken.1
Shabana,21971,shabana,ken.1
Sofapaka,18646,sofapaka,ken.1
Talanta,21131,talanta,ken.1
Tusker,8534,tusker,ken.1
Ulinzi Stars,8045,ulinzi-stars,ken.1
Wazito,18972,wazito,ken.1
Abha,21833,abha,ksa.1
Al Ahli,8346,al-ahli,ksa.1
Al Ettifaq,8363,al-ettifaq,ksa.1
Al Fateh,13033,al-fateh,ksa.1
Al Fayha,21827,al-fayha,ksa.1
Al Hazem,21964,al-hazem,ksa.1
Al Hilal,929,al-hilal,ksa.1
Al Ittihad,2276,al-ittihad,ksa.1
Al Khaleej,21829,al-khaleej,ksa.1
Al Nassr,817,al-nassr,ksa.1
Al Okhdood,21966,al-okhdood,ksa.1
Al Raed,21834,al-raed,ksa.1
Al Riyadh,21965,al-riyadh,ksa.1
Al Shabab,793,al-shabab,ksa.1
Al Taawoun,18459,al-taawoun,ksa.1
Al Tai,21831,al-tai,ksa.1
Al Wehda,21835,al-wehda,ksa.1
Damac,21828,damac,ksa.1
América,227,america,mex.1
Atlas,216,atlas,mex.1
Atlético de San Luis,15720,atletico-de-san-luis,mex.1
Cruz Azul,218,cruz-azul,mex.1
FC Juarez,17851,fc-juarez,mex.1
Guadalajara,219,guadalajara,mex.1
León,228,leon,mex.1
Mazatlán FC,20702,mazatlan-fc,mex.1
Monterrey,220,monterrey,mex.1
Necaxa,229,necaxa,mex.1
Pachuca,234,pachuca,mex.1
Puebla,231,puebla,mex.1
Pumas UNAM,233,pumas-unam,mex.1
Querétaro,222,queretaro,mex.1
Santos,225,santos,mex.1
Tigres UANL,232,tigres-uanl,mex.1
Tijuana,10125,tijuana,mex.1
Toluca,223,toluca,mex.1
Alebrijes de Oaxaca,17233,alebrijes-de-oaxaca,mex.2
Atlante,226,atlante,mex.2
Atlético Morelia,221,atletico-morelia,mex.2
CA La Paz,21533,ca-la-paz,mex.2
Cancún FC,20724,cancun-fc,mex.2
Celaya,11667,celaya,mex.2
Cimarrones de Sonora,17853,cimarrones-de-sonora,mex.2
Correcaminos,8931,correcaminos,mex.2
Dorados de Sinaloa,3432,dorados-de-sinaloa,mex.2
Mineros de Zacatecas,17514,mineros-de-zacatecas,mex.2
Tapatío,20720,tapatio,mex.2
Tepatitlán FC,20721,tepatitlan-fc,mex.2
Tlaxcala FC,20722,tlaxcala-fc,mex.2
U. de G.,10129,u-de-g,mex.2
Venados FC,10124,venados-fc,mex.2
Alebrijes de Oaxaca,17233,alebrijes-de-oaxaca,mex.copa_mx
América,227,america,mex.copa_mx
Atlante,226,atlante,mex.copa_mx
Atlas,216,atlas,mex.copa_mx
Atlético Morelia,221,atletico-morelia,mex.copa_mx
Atlético Zacatepec,17513,atletico-zacatepec,mex.copa_mx
Atlético de San Luis,15720,atletico-de-san-luis,mex.copa_mx
Cafetaleros de Chiapas,11060,cafetaleros-de-chiapas,mex.copa_mx
Celaya,11667,celaya,mex.copa_mx
Cimarrones de Sonora,17853,cimarrones-de-sonora,mex.copa_mx
Correcaminos,8931,correcaminos,mex.copa_mx
Cruz Azul,218,cruz-azul,mex.copa_mx
Dorados de Sinaloa,3432,dorados-de-sinaloa,mex.copa_mx
FC Juarez,17851,fc-juarez,mex.copa_mx
Guadalajara,219,guadalajara,mex.copa_mx
León,228,leon,mex.copa_mx
Lobos BUAP,8814,lobos-buap,mex.copa_mx
Mineros de Zacatecas,17514,mineros-de-zacatecas,mex.copa_mx
Monterrey,220,monterrey,mex.copa_mx
Necaxa,229,necaxa,mex.copa_mx
Pachuca,234,pachuca,mex.copa_mx
Puebla,231,puebla,mex.copa_mx
Pumas UNAM,233,pumas-unam,mex.copa_mx
Querétaro,222,queretaro,mex.copa_mx
Santos,225,santos,mex.copa_mx
Tampico Madero,10131,tampico-madero,mex.copa_mx
Tijuana,10125,tijuana,mex.copa_mx
Toluca,223,toluca,mex.copa_mx
U. de G.,10129,u-de-g,mex.copa_mx
UAEM Potros,18286,uaem-potros,mex.copa_mx
Venados FC,10124,venados-fc,mex.copa_mx
Veracruz,2569,veracruz,mex.copa_mx
Balzan FC,17859,balzan-fc,mlt.1
Birkirkara,506,birkirkara,mlt.1
Floriana FC,7857,floriana-fc,mlt.1
Gudja United,20084,gudja-united,mlt.1
Gzira United,12934,gzira-united,mlt.1
Hamrun Spartans,7858,hamrun-spartans,mlt.1
Hibernians,2499,hibernians,mlt.1
Marsaxlokk FC,2948,marsaxlokk-fc,mlt.1
Mosta FC,18355,mosta-fc,mlt.1
Naxxar Lions,18811,naxxar-lions,mlt.1
Santa Lucia,20004,santa-lucia,mlt.1
Sirens FC,20083,sirens-fc,mlt.1
Sliema Wanderers,543,sliema-wanderers,mlt.1
Valletta,2698,valletta,mlt.1
Johor Darul Ta'zim,17689,johor-darul-tazim,mys.1
Kedah,8835,kedah,mys.1
Kelantan,17742,kelantan,mys.1
Kelantan United,21845,kelantan-united,mys.1
Kuala Lumpur,18983,kuala-lumpur,mys.1
Kuching,21844,kuching,mys.1
Negeri Sembilan,18982,negeri-sembilan,mys.1
PDRM,8834,pdrm,mys.1
Pahang,17740,pahang,mys.1
Penang,18162,penang,mys.1
Perak,8831,perak,mys.1
Sabah,20298,sabah,mys.1
Selangor,17739,selangor,mys.1
Terengganu,8830,terengganu,mys.1
AZ Alkmaar,140,az-alkmaar,ned.1
Ajax Amsterdam,139,ajax-amsterdam,ned.1
Almere City,5291,almere-city,ned.1
Excelsior,2566,excelsior,ned.1
FC Twente,152,fc-twente,ned.1
FC Utrecht,153,fc-utrecht,ned.1
FC Volendam,2727,fc-volendam,ned.1
Feyenoord Rotterdam,142,feyenoord-rotterdam,ned.1
Fortuna Sittard,143,fortuna-sittard,ned.1
Go Ahead Eagles,3706,go-ahead-eagles,ned.1
Heerenveen,146,heerenveen,ned.1
Heracles Almelo,3708,heracles-almelo,ned.1
NEC Nijmegen,147,nec-nijmegen,ned.1
PEC Zwolle,2565,pec-zwolle,ned.1
PSV Eindhoven,148,psv-eindhoven,ned.1
RKC Waalwijk,155,rkc-waalwijk,ned.1
Sparta Rotterdam,151,sparta-rotterdam,ned.1
Vitesse,154,vitesse,ned.1
ADO Den Haag,2726,ado-den-haag,ned.2
De Graafschap,144,de-graafschap,ned.2
FC Den Bosch,271,fc-den-bosch,ned.2
FC Dordrecht,4426,fc-dordrecht,ned.2
FC Eindhoven,3732,fc-eindhoven,ned.2
FC Emmen,3707,fc-emmen,ned.2
FC Groningen,145,fc-groningen,ned.2
Helmond Sport,3775,helmond-sport,ned.2
Jong AZ,18748,jong-az,ned.2
Jong Ajax,10597,jong-ajax,ned.2
Jong FC Utrecht,18278,jong-fc-utrecht,ned.2
Jong PSV,9983,jong-psv,ned.2
MVV Maastricht,3730,mvv-maastricht,ned.2
NAC Breda,141,nac-breda,ned.2
Roda JC Kerkrade,149,roda-jc-kerkrade,ned.2
SC Cambuur,3736,sc-cambuur,ned.2
TOP Oss,3728,top-oss,ned.2
Telstar,3735,telstar,ned.2
VVV-Venlo,3731,vvv-venlo,ned.2
Willem II,156,willem-ii,ned.2
ADO Den Haag,2726,ado-den-haag,ned.cup
AFC,8491,afc,ned.cup
AZ Alkmaar,140,az-alkmaar,ned.cup
Ajax Amsterdam,139,ajax-amsterdam,ned.cup
Almere City,5291,almere-city,ned.cup
De Graafschap,144,de-graafschap,ned.cup
De Treffers,7057,de-treffers,ned.cup
Eemdijk,19318,eemdijk,ned.cup
Excelsior,2566,excelsior,ned.cup
Excelsior Maassluis,10618,excelsior-maassluis,ned.cup
FC Den Bosch,271,fc-den-bosch,ned.cup
FC Dordrecht,4426,fc-dordrecht,ned.cup
FC Eindhoven,3732,fc-eindhoven,ned.cup
FC Emmen,3707,fc-emmen,ned.cup
FC Groningen,145,fc-groningen,ned.cup
FC Twente,152,fc-twente,ned.cup
FC Utrecht,153,fc-utrecht,ned.cup
FC Volendam,2727,fc-volendam,ned.cup
Feyenoord Rotterdam,142,feyenoord-rotterdam,ned.cup
Fortuna Sittard,143,fortuna-sittard,ned.cup
GVVV Veenendaal,9987,gvvv-veenendaal,ned.cup
Go Ahead Eagles,3706,go-ahead-eagles,ned.cup
HHC Hardenberg,7051,hhc-hardenberg,ned.cup
Heerenveen,146,heerenveen,ned.cup
Helmond Sport,3775,helmond-sport,ned.cup
Heracles Almelo,3708,heracles-almelo,ned.cup
Hoogeveen,22038,hoogeveen,ned.cup
IJsselmeervogels,7044,ijsselmeervogels,ned.cup
Koninklijke HFC,17992,koninklijke-hfc,ned.cup
Lisse,8493,lisse,ned.cup
MVV Maastricht,3730,mvv-maastricht,ned.cup
NAC Breda,141,nac-breda,ned.cup
NEC Nijmegen,147,nec-nijmegen,ned.cup
Noordwijk,8503,noordwijk,ned.cup
OJC Rosmalen,15685,ojc-rosmalen,ned.cup
PEC Zwolle,2565,pec-zwolle,ned.cup
PSV Eindhoven,148,psv-eindhoven,ned.cup
Quick Boys,8497,quick-boys,ned.cup
RKAV Volendam,19321,rkav-volendam,ned.cup
RKC Waalwijk,155,rkc-waalwijk,ned.cup
RKSV Groene Ster,8511,rksv-groene-ster,ned.cup
RKVV DEM,21669,rkvv-dem,ned.cup
Rijnsburgse Boys,7043,rijnsburgse-boys,ned.cup
Roda JC Kerkrade,149,roda-jc-kerkrade,ned.cup
SC Cambuur,3736,sc-cambuur,ned.cup
SJC Noordwijk,22039,sjc-noordwijk,ned.cup
SVV Scheveningen,18382,svv-scheveningen,ned.cup
Spakenburg,8506,spakenburg,ned.cup
Sparta Nijerk,7048,sparta-nijerk,ned.cup
Sparta Rotterdam,151,sparta-rotterdam,ned.cup
TEC VV,18377,tec-vv,ned.cup
TOP Oss,3728,top-oss,ned.cup
Telstar,3735,telstar,ned.cup
UNA,8501,una,ned.cup
USV Hercules,17982,usv-hercules,ned.cup
VV Katwijk,11170,vv-katwijk,ned.cup
VVV-Venlo,3731,vvv-venlo,ned.cup
Vitesse,154,vitesse,ned.cup
Willem II,156,willem-ii,ned.cup
Abia Warriors,17792,abia-warriors,nga.1
Akwa United,17793,akwa-united,nga.1
Bayelsa United,17794,bayelsa-united,nga.1
Bendel Insurance FC,19426,bendel-insurance-fc,nga.1
Doma United,21818,doma-united,nga.1
Enugu Rangers,17797,enugu-rangers,nga.1
Enyimba,2227,enyimba,nga.1
Gombe United,18422,gombe-united,nga.1
Heartland,17801,heartland,nga.1
Kano Pillars,17802,kano-pillars,nga.1
Katsina United,18420,katsina-united,nga.1
Kwara United,17803,kwara-united,nga.1
Lobi Stars,17804,lobi-stars,nga.1
Niger Tornadoes,18184,niger-tornadoes,nga.1
Plateau United,18181,plateau-united,nga.1
Remo Stars,18421,remo-stars,nga.1
Rivers United FC,17795,rivers-united-fc,nga.1
Shooting Stars SC,17807,shooting-stars-sc,nga.1
Sporting Lagos,22008,sporting-lagos,nga.1
Sunshine Stars,17808,sunshine-stars,nga.1
Ballymena,7595,ballymena,nir.1
Carrick,11691,carrick,nir.1
Cliftonville,7597,cliftonville,nir.1
Coleraine,2723,coleraine,nir.1
